
.10 0
.10 2
.12 2
.12 0
.12 9
.14 9
.14 0
.14 22
.16 22
.16 0
.16 9
.18 9
.18 0
.18 12
.20 12
.20 0
.20 20
.22 20
.22 0
.22 5
.24 5
.24 0
.24 1
.26 1
.26 0
