
.12 0
.12 1
.14 1
.14 0
.14 2
.16 2
.16 0
.16 9
.18 9
.18 0
.18 14
.20 14
.20 0
.20 11
.22 11
.22 0
.22 1
.24 1
.24 0
.24 2
.26 2
.26 0
