
4-1	980.6 3.3 979.2 2.4
4-5	979.9 1.9 981.4 1.1
4-9	981 5 980.6 2.2
4-7	982.8 5.8 982.1 1.8
4-10	989 16 978 2.7
4-	981 6 981 3
4-	979.9 8.3 974.8 3.6
5-1	976.3 2.7 978.48 .86
5-2	981.7 3.3 981.4 2.8
5-3	982.4 4 984 1.2
5-5	979.92 .03 980.64 .27
5-	978 4 978 2
5-	976.7 3.6 976.3 1.7
5-	977.8 .2 979.2 .3
5-	978.8 2.4 982.8 1.3
6-1	980 2.8 979 1.3
6-2	986.4 5.8 983.5 1.4
6-3	984 4.7 982 2.4
6-5	979 6 977 2.9
6-6	976 4 975 1.5
6-7	972 3   973 4
6-9	978.5 4.7 974.2 3.3
